Plant Code,Plant Name,Utility Code,Utility Name,Plant Address,Plant City,Plant County,Plant State,Plant Zip,Plant Latitude,Plant Longitude,Balancing Authority Code,Balancing Authority Name,Annual Generation,Plant Initial Operation Date,Last Update,Fuel Types,Plant URL,Utility URL,Balancing Authority URL
58529,Progress Manis I,66042,"USF Surry, LLC",1520 Stewartsville Road,Laurinburg,Scotland County,NC,28352,34.756389,-79.447222,CPLE,Duke Energy Progress East,2259,2012-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/progress-manis-i/58529,https://www.gridinfo.com/usf-surry-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58480,Plymouth Solar LLC,58466,SunEnergy1,Mackey's Rd and Industrial Par,Plymouth,Washington County,NC,27962,35.875,-76.710556,PJM,"PJM Interconnection, LLC",2026,2012-09-00,12/1/2023,Solar,https://www.gridinfo.com/plant/plymouth-solar-llc/58480,https://www.gridinfo.com/sunenergy1,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
58538,PCSP3 Airport,58508,Carolina Solar Energy LLC,157 Hunt Club Rd,Timberlake,Person County,NC,27583,36.288056,-78.986111,DUK,Duke Energy Carolinas,3774,2011-10-00,12/1/2023,Solar,https://www.gridinfo.com/plant/pcsp3-airport/58538,https://www.gridinfo.com/carolina-solar-energy-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
58605,Blueberry One,61060,Cypress Creek Renewables,North of 3244 Old Grantham Roa,Grantham,Wayne County,NC,27530,35.313889,-78.154167,DUK,Duke Energy Carolinas,9327,2016-01-00,12/1/2023,Solar,https://www.gridinfo.com/plant/blueberry-one/58605,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
58623,Holstein Plant,64778,"Strata Manager, LLC",24041 Skyway Church Road,Maxton,Scotland County,NC,28364,34.774167,-79.340833,CPLE,Duke Energy Progress East,35927,2015-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/holstein-plant/58623,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58649,Montgomery Solar LLC,63026,"Oppidum Renewables USA, LLC",955 US HWY 220 ALT S,Biscoe,Montgomery County,NC,27209,35.344444,-79.768333,DUK,Duke Energy Carolinas,36018,2015-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/montgomery-solar-llc/58649,https://www.gridinfo.com/oppidum-renewables-usa-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
58667,Biscoe Solar LLC,61012,AES Distributed Energy,179 Batten Road,Biscoe,Montgomery County,NC,27209,35.383889,-79.770278,DUK,Duke Energy Carolinas,8746,2014-09-00,12/1/2023,Solar,https://www.gridinfo.com/plant/biscoe-solar-llc/58667,https://www.gridinfo.com/aes-distributed-energy,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
58668,Rockwell Solar LLC,63026,"Oppidum Renewables USA, LLC",3315 Earnhardt Road,Rockwell,Rowan County,NC,28138,35.541667,-80.474722,DUK,Duke Energy Carolinas,5109,2014-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/rockwell-solar-llc/58668,https://www.gridinfo.com/oppidum-renewables-usa-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
58669,Selma Solar LLC,61012,AES Distributed Energy,306 Watson Road,Selma,Johnston County,NC,27576,35.576389,-78.183333,DUK,Duke Energy Carolinas,7583,2014-08-00,12/1/2023,Solar,https://www.gridinfo.com/plant/selma-solar-llc/58669,https://www.gridinfo.com/aes-distributed-energy,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59643,Seaboard Solar LLC,65411,Duke Energy Renewables Services,NC Highway 186,Seaboard,Northampton County,NC,27876,36.476944,-77.467778,PJM,"PJM Interconnection, LLC",8783,2016-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/seaboard-solar-llc/59643,https://www.gridinfo.com/duke-energy-renewables-services,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
58453,Dixon Dairy Road Solar,63248,Palmetto Power Management LLC,230 Dixon Dairy Road,Kings Mountain,Cleveland County,NC,28086,35.199167,-81.410833,DUK,Duke Energy Carolinas,5193,2011-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/dixon-dairy-road-solar/58453,https://www.gridinfo.com/palmetto-power-management-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
58350,McCallum Farm,64778,"Strata Manager, LLC",2058 Main St,Rowland,Robeson County,NC,28383,34.543889,-79.30219,CPLE,Duke Energy Progress East,8938,2013-09-00,12/1/2023,Solar,https://www.gridinfo.com/plant/mccallum-farm/58350,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58349,Bolton Farm,64778,"Strata Manager, LLC",425 Airport Rd,Warrenton,Warren County,NC,27589,36.421617,-78.132311,CPLE,Duke Energy Progress East,9200,2013-07-00,12/1/2023,Solar,https://www.gridinfo.com/plant/bolton-farm/58349,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58348,Two Lines Farm,64778,"Strata Manager, LLC",3425 Zion Church Rd,Hickory,Catawba County,NC,28602,35.629167,-81.326667,DUK,Duke Energy Carolinas,8805,2013-03-00,12/1/2023,Solar,https://www.gridinfo.com/plant/two-lines-farm/58348,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
58347,Rock Farm,64778,"Strata Manager, LLC",1645 N. NC 177 Hwy,Rockingham,Richmond County,NC,28363,34.965556,-79.609722,CPLE,Duke Energy Progress East,9196,2013-05-00,12/1/2023,Solar,https://www.gridinfo.com/plant/rock-farm/58347,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58346,Dibrell Farm,64778,"Strata Manager, LLC",1434 Dibrell Rd,Pelham,Rockingham County,NC,27311,36.471667,-79.528056,DUK,Duke Energy Carolinas,9240,2013-03-00,12/1/2023,Solar,https://www.gridinfo.com/plant/dibrell-farm/58346,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
58345,Mt Olive Farm 2,64778,"Strata Manager, LLC",574 Bert Martin Road,Mt Olive,Wayne County,NC,28365,35.218056,-78.069722,CPLE,Duke Energy Progress East,9046,2013-05-00,12/1/2023,Solar,https://www.gridinfo.com/plant/mt-olive-farm-2/58345,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58344,AM Best Farm,64778,"Strata Manager, LLC",381 Fedelon Trail,Goldsboro,Wayne County,NC,27530,35.418889,-77.985556,CPLE,Duke Energy Progress East,8887,2013-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/am-best-farm/58344,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58343,Yanceyville Farm,63248,Palmetto Power Management LLC,3688 Hwy 62 N,Blanch,Caswell County,NC,27212,36.439444,-79.278889,CPLE,Duke Energy Progress East,8866,2013-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/yanceyville-farm/58343,https://www.gridinfo.com/palmetto-power-management-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58342,Wilson Farm 1,64778,"Strata Manager, LLC",494 Parker St,Elm City,Wilson County,NC,27822,35.803611,-77.873611,CPLE,Duke Energy Progress East,8028,2013-07-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wilson-farm-1/58342,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58341,White Cross Farm,64778,"Strata Manager, LLC",2314 White Cross Road,Chapel Hill,Orange County,NC,27516,35.907144,-79.188297,DUK,Duke Energy Carolinas,7905,2013-09-00,12/1/2023,Solar,https://www.gridinfo.com/plant/white-cross-farm/58341,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
58340,Roxboro Farm,64778,"Strata Manager, LLC",7891 Boston Rd,Roxboro,Person County,NC,27574,36.4797,-78.917364,CPLE,Duke Energy Progress East,9119,2014-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/roxboro-farm/58340,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58339,New Bern Farm,64778,"Strata Manager, LLC",3960 U.S. 17,Ernul,Craven County,NC,28527,35.209564,-77.056725,CPLE,Duke Energy Progress East,8343,2014-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/new-bern-farm/58339,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58338,Moorings Farm,64778,"Strata Manager, LLC",U.S. 70 & Piney Grove Church R,New Hope,Wayne County,NC,28551,35.305833,-77.829167,CPLE,Duke Energy Progress East,8139,2013-09-00,12/1/2023,Solar,https://www.gridinfo.com/plant/moorings-farm/58338,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
58337,Moore Solar Farm,64778,"Strata Manager, LLC",190 Waynick Rd,Reidsville,Rockingham County,NC,27320,36.273192,-79.759203,DUK,Duke Energy Carolinas,7894,2013-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/moore-solar-farm/58337,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59527,Kelford,65411,Duke Energy Renewables Services,3656 Governors Road,Lewiston Woodville,Bertie County,NC,27847,36.148056,-77.211944,PJM,"PJM Interconnection, LLC",27494,2015-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/kelford/59527,https://www.gridinfo.com/duke-energy-renewables-services,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59515,Benthall Bridge PV 1,58970,"Ecoplexus, Inc",239 Benthall Bridge Rd.,Murfreesboro,Hertford County,NC,27855,36.42,-77.100278,PJM,"PJM Interconnection, LLC",7878,2016-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/benthall-bridge-pv-1/59515,https://www.gridinfo.com/ecoplexus-inc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59516,American Legion PV 1,58970,"Ecoplexus, Inc",508 American Legion Road,Roanoke Rapids,Halifax County,NC,27870,36.418333,-77.655833,PJM,"PJM Interconnection, LLC",24480,2017-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/american-legion-pv-1/59516,https://www.gridinfo.com/ecoplexus-inc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59517,Baker PV 1,58970,"Ecoplexus, Inc",1029 NC11 S,Aulander,Hertford County,NC,27805,36.270278,-77.060278,PJM,"PJM Interconnection, LLC",8329,2016-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/baker-pv-1/59517,https://www.gridinfo.com/ecoplexus-inc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59518,Grandy PV 1,58970,"Ecoplexus, Inc",6562 Caratoke Hwy,Grandy,Currituck County,NC,27939,36.233611,-75.880833,PJM,"PJM Interconnection, LLC",28026,2020-02-00,12/1/2023,Solar,https://www.gridinfo.com/plant/grandy-pv-1/59518,https://www.gridinfo.com/ecoplexus-inc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59519,Old Catawba PV 1,58970,"Ecoplexus, Inc",3414 Old Catawba Road,Claremont,Catawba County,NC,58610,35.711667,-81.134167,DUK,Duke Energy Carolinas,5805,2015-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/old-catawba-pv-1/59519,https://www.gridinfo.com/ecoplexus-inc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59520,Manning PV 1,58970,"Ecoplexus, Inc",911 Manning Ave.,Elon,Alamance County,NC,27244,36.119167,-79.521389,DUK,Duke Energy Carolinas,9241,2018-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/manning-pv-1/59520,https://www.gridinfo.com/ecoplexus-inc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59521,Little River PV 1,58970,"Ecoplexus, Inc",1128 Little River Road,Randolph,Randolph County,NC,27205,35.538889,-79.804167,DUK,Duke Energy Carolinas,8837,2015-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/little-river-pv-1/59521,https://www.gridinfo.com/ecoplexus-inc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59526,Whitakers,65411,Duke Energy Renewables Services,16080-16240 Watsonseed Road,Whitakers,Nash County,NC,27891,36.127222,-77.734444,PJM,"PJM Interconnection, LLC",22738,2015-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/whitakers/59526,https://www.gridinfo.com/duke-energy-renewables-services,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59514,Flat Meeks PV 1,58970,"Ecoplexus, Inc",2201 Parmele Road,Robersonville,Martin County,NC,27871,35.806667,-77.270556,PJM,"PJM Interconnection, LLC",8985,2017-10-00,12/1/2023,Solar,https://www.gridinfo.com/plant/flat-meeks-pv-1/59514,https://www.gridinfo.com/ecoplexus-inc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59530,Pasquotank,65411,Duke Energy Renewables Services,953 Foreman Bundy Road,Elizabeth City,Pasquotank County,NC,27906,36.264722,-76.306111,PJM,"PJM Interconnection, LLC",34416,2014-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/pasquotank/59530,https://www.gridinfo.com/duke-energy-renewables-services,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59533,Princeton,66042,"USF Surry, LLC",4250 Bizzell Grove Chruch Rd,Princeton,Johnston County,NC,27589,35.504444,-78.192222,CPLE,Duke Energy Progress East,8163,2015-07-00,12/1/2023,Solar,https://www.gridinfo.com/plant/princeton/59533,https://www.gridinfo.com/usf-surry-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59534,4Oaks,66042,"USF Surry, LLC",1141 Keen Road,Four Oaks,Johnston County,NC,27524,35.4325,-78.411667,CPLE,Duke Energy Progress East,8263,2015-07-00,12/1/2023,Solar,https://www.gridinfo.com/plant/4oaks/59534,https://www.gridinfo.com/usf-surry-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59542,Innovative Solar 6,61060,Cypress Creek Renewables,2951-2965 New Leicester Hwy,Leicester,Buncombe County,NC,28748,35.6575,-82.710278,CPLE,Duke Energy Progress East,6508,2016-01-00,12/1/2023,Solar,https://www.gridinfo.com/plant/innovative-solar-6/59542,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59548,"Creswell Alligood Solar, LLC",65411,Duke Energy Renewables Services,1166 Alligood Road,Creswell,Washington County,NC,27928,35.898889,-76.379444,PJM,"PJM Interconnection, LLC",23670,2015-05-00,12/1/2023,Solar,https://www.gridinfo.com/plant/creswell-alligood-solar-llc/59548,https://www.gridinfo.com/duke-energy-renewables-services,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59549,"Everetts Wildcat Solar, LLC",65411,Duke Energy Renewables Services,4963 Wildcat Road,Williamston,Martin County,NC,27892,35.847222,-77.111389,PJM,"PJM Interconnection, LLC",7371,2015-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/everetts-wildcat-solar-llc/59549,https://www.gridinfo.com/duke-energy-renewables-services,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59551,"FLS Solar 200, LLC",61012,AES Distributed Energy,3542 Old Whiteville Road,Lumberton,Robeson County,NC,28358,34.581944,-78.94,CPLE,Duke Energy Progress East,6404,2014-08-00,12/1/2023,Solar,https://www.gridinfo.com/plant/fls-solar-200-llc/59551,https://www.gridinfo.com/aes-distributed-energy,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59552,"FLS Solar 170, LLC",61012,AES Distributed Energy,202 Taylor Drive,Lumberton,Robeson County,NC,28358,34.6,-78.97,CPLE,Duke Energy Progress East,3401,2014-08-00,12/1/2023,Solar,https://www.gridinfo.com/plant/fls-solar-170-llc/59552,https://www.gridinfo.com/aes-distributed-energy,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59513,Meadows PV 1,59263,"Fresh Air Energy XVIII, LLC",1245 Meadows Road,Williamston,Martin County,NC,27892,35.836944,-77.126944,PJM,"PJM Interconnection, LLC",18217,2016-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/meadows-pv-1/59513,https://www.gridinfo.com/fresh-air-energy-xviii-llc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59512,Happy Solar,61060,Cypress Creek Renewables,831 Ivey Road,Four Oaks,Johnston County,NC,27524,35.3965,-78.5108,CPLE,Duke Energy Progress East,7335,2016-01-00,12/1/2023,Solar,https://www.gridinfo.com/plant/happy-solar/59512,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59511,Beetle Solar,61060,Cypress Creek Renewables,1926 Bachelor Road,Mooresboro,Cleveland County,NC,28111,35.1785,-81.665,DUK,Duke Energy Carolinas,5977,2016-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/beetle-solar/59511,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59510,Husky Solar,61060,Cypress Creek Renewables,NC Highway 87,Reidsville,Rockingham County,NC,27320,36.2847,-79.5667,DUK,Duke Energy Carolinas,8410,2016-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/husky-solar/59510,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59509,Murdock Solar,61060,Cypress Creek Renewables,2780 Guy Road,Clayton,Johnston County,NC,27520,35.6633,-78.5206,CPLE,Duke Energy Progress East,6478,2016-01-00,12/1/2023,Solar,https://www.gridinfo.com/plant/murdock-solar/59509,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59050,Wallace,61012,AES Distributed Energy,3831 S NC HWY 11,Wallace,Duplin County,NC,28398,34.75813,-77.97173,DUK,Duke Energy Carolinas,3147,2013-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wallace/59050,https://www.gridinfo.com/aes-distributed-energy,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59508,Chei Solar,61060,Cypress Creek Renewables,2440 Whitley Wilder Loop Road,Middlesex,Nash County,NC,27557,35.8918,-78.1823,CPLE,Duke Energy Progress East,8759,2016-01-00,12/1/2023,Solar,https://www.gridinfo.com/plant/chei-solar/59508,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59507,Kenneth Solar,61060,Cypress Creek Renewables,912 Warren Plains Road,Warrenton,Warren County,NC,27589,36.4338,-78.1526,CPLE,Duke Energy Progress East,4794,2016-01-00,12/1/2023,Solar,https://www.gridinfo.com/plant/kenneth-solar/59507,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59506,Quincy Solar,61060,Cypress Creek Renewables,22220 Dunn Road,Fayetteville,Cumberland County,NC,28312,35.0717,-78.8078,CPLE,Duke Energy Progress East,7307,2015-11-00,12/1/2023,Solar,https://www.gridinfo.com/plant/quincy-solar/59506,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59505,Sun Devil Solar,61060,Cypress Creek Renewables,US Highway 158,Littleton,Warren County,NC,27850,36.432,-77.9703,CPLE,Duke Energy Progress East,8426,2015-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/sun-devil-solar/59505,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59504,Porter Solar,61060,Cypress Creek Renewables,1101 Askins Brick Road,New Bern,Craven County,NC,28560,35.2167,-77.0743,CPLE,Duke Energy Progress East,8309,2015-08-00,12/1/2023,Solar,https://www.gridinfo.com/plant/porter-solar/59504,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59503,Jacob Solar,61060,Cypress Creek Renewables,200 Berry Lane,Reidsville,Rockingham County,NC,27320,36.2922,-79.6214,DUK,Duke Energy Carolinas,8592,2016-01-00,12/1/2023,Solar,https://www.gridinfo.com/plant/jacob-solar/59503,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59502,Melinda Solar,61060,Cypress Creek Renewables,433 Foster Road,Henderson,Vance County,NC,27537,36.2487,-78.3475,CPLE,Duke Energy Progress East,8459,2015-08-00,12/1/2023,Solar,https://www.gridinfo.com/plant/melinda-solar/59502,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59501,Nitro Solar,66042,"USF Surry, LLC",1990 Yelverton Grove Road,Smitfield,Johnston County,NC,27577,35.486944,-78.313889,CPLE,Duke Energy Progress East,8513,2015-07-00,12/1/2023,Solar,https://www.gridinfo.com/plant/nitro-solar/59501,https://www.gridinfo.com/usf-surry-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59500,Sarah Solar,66042,"USF Surry, LLC",171 Brewer Road,Louisburg,Franklin County,NC,27549,36.139444,-78.146944,CPLE,Duke Energy Progress East,7900,2015-07-00,12/1/2023,Solar,https://www.gridinfo.com/plant/sarah-solar/59500,https://www.gridinfo.com/usf-surry-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59595,Stikeleather Farm,59340,"Stikeleather Farm, LLC",4498 N Carolina 90,Hiddenite,Alexander County,NC,28144,35.902222,-81.106111,DUK,Duke Energy Carolinas,9535,2015-08-00,12/1/2023,Solar,https://www.gridinfo.com/plant/stikeleather-farm/59595,https://www.gridinfo.com/stikeleather-farm-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59583,Tart Farm,64778,"Strata Manager, LLC",6903 Moses Road,Godwin,Cumberland County,NC,28344,35.204444,-78.681111,CPLE,Duke Energy Progress East,8411,2016-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/tart-farm/59583,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59584,Wellons Farm,59329,"Wellons Farm, LLC",88 Yelverton Grove Road,Smithfield,Johnston County,NC,27577,35.511698,-78.291129,DUK,Duke Energy Carolinas,9211,2015-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/wellons-farm/59584,https://www.gridinfo.com/wellons-farm-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59586,Woodland Church Farm,64778,"Strata Manager, LLC",273 Woodland Church Road,Albertson,Duplin County,NC,28508,35.058333,-77.853611,CPLE,Duke Energy Progress East,9009,2015-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/woodland-church-farm/59586,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59587,Yadkin 601 Farm,59332,"Yadkin 601 Farm, LLC",1731 N Oak Ridge Church Road,Yadkinville,Yadkin County,NC,27055,36.199167,-80.697222,DUK,Duke Energy Carolinas,5716,2015-06-00,12/1/2023,Solar,https://www.gridinfo.com/plant/yadkin-601-farm/59587,https://www.gridinfo.com/yadkin-601-farm-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59589,Rutherford Farm,17650,Southern Power Co,552 Ferry Road,Forest City,Rutherford County,NC,28043,35.257778,-81.830556,DUK,Duke Energy Carolinas,135945,2016-12-00,10/1/2024,Solar,https://www.gridinfo.com/plant/rutherford-farm/59589,https://www.gridinfo.com/southern-power-co,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59591,Schell Solar Farm,59462,"Heelstone Energy Holdings, LLC",193 Hilltop Drive,Garysburg,Northampton County,NC,27831,36.435556,-77.566389,PJM,"PJM Interconnection, LLC",9327,2016-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/schell-solar-farm/59591,https://www.gridinfo.com/heelstone-energy-holdings-llc,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59592,Sedberry Farm,59462,"Heelstone Energy Holdings, LLC",399 Airport Road,Carthage,Moore County,NC,28327,35.243889,-79.321667,CPLE,Duke Energy Progress East,8738,2016-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/sedberry-farm/59592,https://www.gridinfo.com/heelstone-energy-holdings-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59593,"Spring Valley Farm 2, LLC",64778,"Strata Manager, LLC",3460 NC Hwy,Henderson,Vance County,NC,27536,36.371111,-78.415278,CPLE,Duke Energy Progress East,9332,2017-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/spring-valley-farm-2-llc/59593,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59581,Stout Farm,64778,"Strata Manager, LLC",203 Redman Crossing Road,Mebane,Orange County,NC,27243,36.079167,-79.199722,DUK,Duke Energy Carolinas,8480,2014-12-00,12/1/2023,Solar,https://www.gridinfo.com/plant/stout-farm/59581,https://www.gridinfo.com/strata-manager-llc,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59603,Walters Solar (FLS 260),61060,Cypress Creek Renewables,6485 Wiregrass Road,Orrum,Robeson County,NC,28369,34.496944,-79.048889,CPLE,Duke Energy Progress East,9195,2015-08-00,12/1/2023,Solar,https://www.gridinfo.com/plant/walters-solar-fls-260/59603,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59604,Stagecoach Solar,61060,Cypress Creek Renewables,1835 Stagecoach Road,Henderson,Vance County,NC,27537,36.414722,-78.459722,DUK,Duke Energy Carolinas,8542,2015-05-00,12/1/2023,Solar,https://www.gridinfo.com/plant/stagecoach-solar/59604,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-carolinas
59605,Vicksburg Solar,61060,Cypress Creek Renewables,2131 Vicksboro Road,Henderson,Vance County,NC,27537,36.325,-78.343056,CPLE,Duke Energy Progress East,9016,2015-05-00,12/1/2023,Solar,https://www.gridinfo.com/plant/vicksburg-solar/59605,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59606,Soul City Solar,61060,Cypress Creek Renewables,191 Crescent Drive,Norlina,Warren County,NC,27563,36.25,-78.25,CPLE,Duke Energy Progress East,5215,2015-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/soul-city-solar/59606,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
59641,Garysburg Solar,65411,Duke Energy Renewables Services,7367 NC Highway 46,Garysburg,Northampton County,NC,27831,36.468,-77.592,PJM,"PJM Interconnection, LLC",8894,2016-03-00,12/1/2023,Solar,https://www.gridinfo.com/plant/garysburg-solar/59641,https://www.gridinfo.com/duke-energy-renewables-services,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59642,Gaston Solar,65411,Duke Energy Renewables Services,374 Gus Smith Road,Gaston,Northampton County,NC,27832,36.514722,-77.656111,PJM,"PJM Interconnection, LLC",9096,2016-04-00,12/1/2023,Solar,https://www.gridinfo.com/plant/gaston-solar/59642,https://www.gridinfo.com/duke-energy-renewables-services,https://www.gridinfo.com/balancing-authority/pjm-interconnection-llc
59645,Mt Olive Solar 1,61060,Cypress Creek Renewables,545 Lees Country Club Road,Mt. Olive,Wayne County,NC,28365,35.181111,-78.096944,CPLE,Duke Energy Progress East,7303,2015-05-00,12/1/2023,Solar,https://www.gridinfo.com/plant/mt-olive-solar-1/59645,https://www.gridinfo.com/cypress-creek-renewables,https://www.gridinfo.com/balancing-authority/duke-energy-progress-east
