"Company Name",Address,City,State,Zip,"Address Latitude","Address Longitude","Utility Owner","Utility Operator","Utility Type","Annual Generation","Min Generation Date","Max Generation Date","Power Plants","FERC Seller Min Date","FERC Seller Max Date","FERC Seller Total Transactions","FERC Seller Total Transaction Charges","FERC Buyer Min Date","FERC Buyer Max Date","FERC Buyer Total Transactions","FERC Buyer Total Transaction Charges","FERC Summary Quarter","FERC Seller Quarterly Transactions","FERC Seller Quarterly Transaction Charges","FERC Buyer Quarterly Transactions","FERC Buyer Quarterly Transaction Charges"
"Mt. Tom Solar, LLC","1990 Post Oak Blvd.",Houston,TX,77056,29.74470700,-95.46165600,Y,N,"Independent Power Producer",5498.496000,2016-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"MTSUN LLC","5444 Westheimer Road, Suite 10",Houston,TX,77056,29.73913100,-95.47368900,Y,Y,"Independent Power Producer",0.000000,,,0,2022-12-01,2024-09-30,28,12835363.71,,,,,2024_q2,3,2339246.25,,
"NedPower Mount Storm LLC","1200 Smith Street, Suite 600",Houston,TX,77002,29.75715500,-95.37105400,N,N,,0.000000,,,0,2013-07-01,2024-10-01,640340,223173045.85,,,,,2024_q2,28365,3689822.98,,
"Nissequogue Cogen Partners","717 Texas Avenue, Suite 100",Houston,TX,77002,29.76160000,-95.36425300,N,N,,0.000000,,,0,2013-07-01,2024-10-01,57219,29694927.61,,,,,2024_q2,1831,716727.20,,
"North American Power and Gas, LLC","717 Texas Avenue, Suite 100",Houston,TX,77002,29.76160000,-95.36425300,N,N,,0.000000,,,0,2013-07-01,2024-10-01,11376189,141954048.97,2013-07-01,2024-10-01,1480388,570278898.86,2024_q2,272045,145296.07,6,116865.72
"North Bend Wind Project, LLC","1360 Post Oak Blvd., Suite 400",Houston,TX,77056,29.75311900,-95.46210300,Y,N,"Independent Power Producer",649551.000000,2023-12-01,2024-10-01,1,2023-11-14,2024-09-16,717,16252842.91,,,,,2024_q2,408,6257486.97,,
"Northeastern Power Co","1177 West Loop South Ste 900",Houston,TX,77027,29.75718900,-95.45466500,Y,Y,"Independent Power Producer",0.000000,2001-01-01,2018-10-01,1,2013-07-01,2024-10-01,377866,53444223.02,2017-01-01,2017-02-28,240,15430.13,2024_q2,80094,100882.49,,
"Northern Star Generation Services Co LLC","2929 Allen Parkway Suite 3275",Houston,TX,77019,29.76073600,-95.39754400,N,N,"Independent Power Producer",862079.520000,2001-01-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"NRG Cedar Bayou Development Company LLC","910 Louisiana",Houston,TX,77002,29.75905800,-95.36774400,Y,N,"Independent Power Producer",1995855.000000,2009-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"NRG Texas Power LLC","910 Louisiana St.",Houston,TX,77002,29.75905800,-95.36774400,Y,N,"Independent Power Producer",23149352.847000,2001-01-01,2024-10-01,10,,,,,,,,,2024_q2,,,,
"Oak Trail Solar, LLC","800 Town and Country Blvd Suit",Houston,TX,77024,29.78112000,-95.55918900,Y,N,"Independent Power Producer",0.000000,,,0,2023-06-01,2024-10-01,75656,11862073.28,,,,,2024_q2,16545,2916674.89,,
"Occidental Chemical Corporation","5 Greenway Plaza, Suite 110",Houston,TX,77046,29.73065100,-95.43175900,Y,N,Industrial,6146994.001000,2002-12-01,2024-10-01,2,2013-07-01,2024-09-30,125156,1317100214.78,2013-08-21,2013-12-14,14,26821.05,2024_q2,3548,27002385.64,,
"Occidental Permian Ltd","5 Greenway Plaza, Suite 110",Houston,TX,77046,29.73065100,-95.43175900,Y,N,Industrial,147487.849000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Occidental Power Services, Inc.","5 Greenway Plaza, Ste. 110",Houston,TX,77046,29.73065100,-95.43175900,N,N,,0.000000,,,0,2013-07-01,2024-10-01,1504996,613529137.61,2013-07-01,2014-08-31,103596,151760731.29,2024_q2,54697,8862569.56,,
"Ocotillo Express LLC","888 Westheimer Road",Houston,TX,77006,29.74502000,-95.39027800,N,N,,0.000000,,,0,2013-07-01,2024-09-30,62,617617674.84,,,,,2024_q2,4,23026818.00,,
"One Nation Energy Solutions, LLC","4404 BLOSSOM ST",HOUSTON,TX,77007,29.76783600,-95.40504600,N,N,,0.000000,,,0,2014-02-01,2024-09-30,72,50428528.00,2013-09-03,2024-08-30,89,47896948.00,2024_q2,1,285560.00,1,284680.00
"Ormond Beach Power, LLC","1360 Post Oak Blvd, Suite 2000",Houston,TX,77056,29.75311900,-95.46210300,Y,N,"Independent Power Producer",69024.000000,2020-01-01,2024-10-01,1,2020-11-18,2024-10-01,127417,604763451.24,2022-03-01,2023-03-31,1260,13642590.63,2024_q2,939,40182389.19,,
"Oxy Renewable Energy LLC","5 Greenway Plaza Suite 110",Houston,TX,77046,29.73065100,-95.43175900,Y,N,Industrial,44543.604000,2020-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Oxy Vinyls LP","15013 Denver West Blvd",Houston,TX,77046,29.73284500,-95.43567500,Y,N,Industrial,1943645.000000,2001-01-01,2024-10-01,2,,,,,,,,,2024_q2,,,,
"PAR Petroleum","825 Town & Country Lane",Houston,TX,77024,29.78182701,-95.55958499,Y,N,Industrial,211978.750000,2012-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Passadumkeag Windpark LLC","1401 McKinney St",Houston,TX,77010,29.75480700,-95.36081600,Y,Y,"Independent Power Producer",0.000000,,,0,2016-04-12,2024-09-30,515305,62938674.71,,,,,2024_q2,17989,2297414.70,,
"Pastoria Energy Facility L.L.C.","717 Texas Avenue, Suite 100",Houston,TX,77002,29.76160000,-95.36425300,N,N,,0.000000,,,0,2013-07-01,2024-10-01,114,1199306615.34,,,,,2024_q2,2,55578114.00,,
"Paulding Wind Farm II LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,N,"Independent Power Producer",331474.000000,2011-07-01,2024-10-01,1,2013-07-01,2024-10-01,732210,246739730.52,,,,,2024_q2,28369,2070345.07,,
"Paulding Wind Farm III LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,N,"Independent Power Producer",327986.000000,2016-12-01,2024-10-01,1,2016-11-30,2024-10-01,722189,132011839.72,,,,,2024_q2,28228,2074040.26,,
"Paulding Wind Farm IV LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,N,Y,"Independent Power Producer",414317.000000,2020-01-01,2024-10-01,1,2019-10-01,2024-10-01,1020501,54985020.56,,,,,2024_q2,54480,2728900.03,,
"Peaker Power, LLC","910 Louisiana Street, Suite 24",Houston,TX,77002,29.75905800,-95.36774400,Y,N,"Independent Power Producer",204483.318000,2017-08-01,2023-12-01,2,,,,,,,,,2024_q2,,,,
"Pearl River Solar Park, LLC","1501 McKinney Street",Houston,TX,77010,29.75450000,-95.36019700,Y,Y,"Independent Power Producer",124204.000000,2024-08-01,2024-10-01,1,2024-02-08,2024-09-30,34803,5588079.95,,,,,2024_q2,11896,1999579.40,,
"Petra Nova Power I LLC","910 Louisiana",Houston,TX,77002,29.75905800,-95.36774400,Y,N,"Independent Power Producer",109043.000000,2013-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Phillips 66 Energy Trading LLC","2331 CityWest Blvd",Houston,TX,77042-2862,29.74317400,-95.56302000,N,N,,0.000000,,,0,2023-07-01,2024-10-01,89963,173074202.38,2023-07-14,2024-10-01,28475,97139729.75,2024_q2,21057,22803009.33,5675,13790325.74
"Phillips 66 - Los Angeles","3010 Briarpark Drive",Houston,TX,77042,29.73196700,-95.55102900,Y,N,Industrial,421083.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Powells Creek Farm Solar, LLC","1360 Post Oak Blvd",Houston,TX,77056,29.75311900,-95.46210300,Y,Y,"Independent Power Producer",166823.000000,2023-08-01,2024-10-01,1,2023-07-01,2024-09-30,67736,5861002.62,,,,,2024_q2,16518,1545828.32,,
"Power Depot Group A, LLC","1113 Vine Street. Suite 101",Houston,TX,77002,29.76856300,-95.35715900,Y,N,"Independent Power Producer",13249.587000,2022-01-01,2023-12-01,18,,,,,,,,,2024_q2,,,,
"Powervine Energy, LLC","2100 W Loop South, Suite 801",Houston,TX,77027,29.74596500,-95.45799800,N,N,,0.000000,,,0,2021-09-19,2024-09-30,1397062,9203413.68,2021-11-05,2024-10-01,318,10199749.18,2024_q2,88060,14120.63,,
"Prairie Queen Wind Farm LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,Y,"Independent Power Producer",700069.000000,2019-05-01,2024-10-01,1,2019-05-06,2024-09-30,44,48125238.00,,,,,2024_q2,2,2202617.50,,
"ProEnergy Services","8303 McHard Road",Houston,TX,77053,29.58320400,-95.44000400,N,Y,"Independent Power Producer",2528084.000000,2021-03-01,2024-10-01,6,,,,,,,,,2024_q2,,,,
"Provider Power Mass, LLC","12140 Wickchester Ln., Suite 100",Houston,TX,77079,29.78913700,-95.60077100,N,N,,0.000000,,,0,2014-03-07,2024-08-06,1252752,8572082.65,2014-04-01,2019-09-30,150298,4504438.30,2024_q2,32448,23840.52,,
"Quilt Block Wind Farm LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,Y,"Independent Power Producer",429592.000000,2017-09-01,2024-10-01,1,2017-09-01,2024-09-30,29,94943348.52,,,,,2024_q2,1,3880437.84,,
"Quintessence, LLC","2300 RICHMOND AVE APT 312",HOUSTON,TX,77098,29.73476900,-95.41560800,N,N,,0.000000,,,0,2022-09-26,2024-09-30,5453,12121749.94,2022-09-26,2024-09-30,1391,5692837.29,2024_q2,1163,2211719.89,596,681861.97
"Rail Splitter Wind Farm LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,Y,"Independent Power Producer",282228.622000,2009-08-01,2023-12-01,1,2013-07-01,2024-10-01,788354,110038623.78,,,,,2024_q2,27906,1976024.95,,
"Red Cloud Wind LLC","888 Westheimer Road",Houston,TX,77006,29.74502000,-95.39027800,N,N,,0.000000,,,0,2021-10-01,2024-09-30,27,128229003.28,,,,,2024_q2,3,13444690.69,,
"Redbed Plains Wind Farm LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,Y,"Independent Power Producer",412599.000000,2017-08-01,2024-10-01,1,2017-08-01,2024-09-30,182,59140163.40,,,,,2024_q2,6,1497930.00,,
"Reloj del Sol Wind Farm LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,Y,"Independent Power Producer",259323.000000,2021-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Respond Power, LLC","12140 Wickchester Ln., Suite 100",Houston,TX,77079,29.78913700,-95.60077100,N,N,,0.000000,,,0,2017-07-01,2024-10-01,3311259,6814300.38,,,,,2024_q2,87480,56222.66,,
"Rice University","FE&P MS 312P.O. Box 1892",Houston,TX,77251,29.74440000,-95.36788000,Y,N,"Independent Power Producer",20222.323000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Richland-Stryker Generation LLC","Allen Center 3, 333 Caly Stree",Houston,TX,77002,29.75732600,-95.37190000,Y,N,"Independent Power Producer",250351.080000,2008-01-01,2023-12-01,2,2013-07-01,2024-10-01,429306,309191680.17,,,,,2024_q2,25000,6735893.84,,
"Rising Tree Wind Farm II LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,Y,"Independent Power Producer",50570.156000,2015-01-01,2023-12-01,1,2015-01-01,2024-09-30,10082,31337044.60,,,,,2024_q2,9,1327288.91,,
"Rising Tree Wind Farm III LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,Y,"Independent Power Producer",275930.969000,2015-06-01,2023-12-01,1,2015-04-30,2024-09-30,1625,188287637.96,,,,,2024_q2,9,7617430.29,,
"Rising Tree Wind Farm LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,Y,"Independent Power Producer",225809.547000,2015-01-01,2023-12-01,1,2015-01-01,2024-09-30,123104,130292465.88,,,,,2024_q2,9,6873466.93,,
"River Ferry Solar 1, LLC","1360 Post Oak Blvd., Suite 400",Houston,TX,77056,29.75311900,-95.46210300,Y,N,"Independent Power Producer",265175.000000,2023-12-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Rolling Thunder I Power Partners, LLC","201 Helios Way",Houston,TX,77079,29.78315700,-95.63545300,N,N,,0.000000,,,0,2013-07-01,2024-09-30,132,63113722.24,,,,,2024_q2,3,1722328.12,,
"Roth Rock North Wind Farm, LLC","5120 Woodway Drive, Suite 9004",Houston,TX,77056,29.76314000,-95.46620000,N,N,,0.000000,,,0,2013-07-01,2024-10-01,97559,26513839.77,,,,,2024_q2,2144,492824.31,,
"Roth Rock Wind Farm LLC","5620 Woodway Dr, Suite 9004",Houston,TX,77056,29.76422800,-95.47563300,Y,N,"Independent Power Producer",122916.000000,2011-08-01,2024-10-01,2,2013-07-01,2024-10-01,776538,118304874.66,,,,,2024_q2,28947,2404783.34,,
"Sagebrush Power Partners, LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,N,"Independent Power Producer",271464.456000,2010-12-01,2023-12-01,1,2013-07-01,2024-09-30,51,91553901.25,,,,,2024_q2,1,2981022.80,,
"Salt City Solar LLC","1360 Post Oak Blvd",Houston,TX,77056,29.75311900,-95.46210300,Y,Y,"Independent Power Producer",109206.000000,2023-07-01,2024-10-01,1,2023-07-01,2024-09-30,68275,4548186.57,,,,,2024_q2,15687,1206993.90,,
"San Juan Mesa Wind Project, LLC","1200 Smith Street, Suite 600",Houston,TX,77002,29.75715500,-95.37105400,N,N,,0.000000,,,0,2013-07-01,2024-09-30,80,126121948.19,,,,,2024_q2,3,1934652.20,,
"Saracen Power LP","3033 West Alabama St Houston, TX 77098",Houston,TX,77098,29.73808000,-95.42317500,N,N,,0.000000,,,0,2013-07-01,2024-06-22,157372,1042060082.99,,,,,2024_q2,2486,8386457.27,,
"Shell Chemical Appalachia LLC","910 Louisiana Street",Houston,TX,77002,29.75905800,-95.36774400,Y,Y,Industrial,1686873.000000,2021-07-01,2024-10-01,1,2021-06-24,2024-10-01,294623,123292275.41,2024-06-25,2024-06-29,26,5426.65,2024_q2,28276,5489544.99,26,5426.65
"Shell Energy North America (US), L.P.","1000 Main Street",Houston,TX,77002,29.75684000,-95.36568200,N,N,,0.000000,,,0,2013-07-01,2024-09-30,8520886,39972339785.05,2013-07-01,2024-10-01,8683807,13795960186.26,2024_q2,230726,1137133315.99,88502,312084384.94
"Shell Wind Energy Inc.","150-C N. Dairy Ashford Rd",Houston,TX,77002,29.78687700,-95.60677400,Y,N,"Independent Power Producer",388056.099000,2001-12-01,2023-12-01,4,,,,,,,,,2024_q2,,,,
"Sithe/Independence LLC","1000 Louisana StreetSuite 5800",Houston,TX,77002,29.75835802,-95.36824299,Y,N,"Independent Power Producer",6100769.410000,2001-01-01,2024-10-01,1,2013-07-01,2024-10-01,3172762,1896771222.12,,,,,2024_q2,81157,22141236.51,,
SJRR,"18511 Beaumont HWY",Houston,TX,77049,29.88359200,-95.11096600,Y,N,"Independent Power Producer",164368.353000,2022-06-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Sky Global Power One Pledgor, LLC","1302 Waugh #896",Houston,TX,77019,29.75517000,-95.39842100,Y,N,"Independent Power Producer",91786.036000,2016-05-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Sleeping Bear, LLC","1200 Smith Street, Suite 600",Houston,TX,77002,29.75715500,-95.37105400,N,N,,0.000000,,,0,2013-07-01,2024-09-30,48597,71994238.48,,,,,2024_q2,7,422223.51,,
"Solar Alpine LLC","1200 Smith Street, Suite 600",Houston,TX,77002,29.75715500,-95.37105400,N,N,,0.000000,,,0,2019-01-01,2024-09-30,6908,129579317.38,,,,,2024_q2,6,4477441.31,,
"Solar Avra Valley LLC","1200 Smith Street, Suite 600",Houston,TX,77002,29.75715500,-95.37105400,N,N,,0.000000,,,0,2019-01-01,2024-09-30,69,52941306.03,,,,,2024_q2,3,2881615.02,,
"Solar Blythe LLC","1200 Smith Street, Suite 600",Houston,TX,77002,29.75715500,-95.37105400,N,N,,0.000000,,,0,2018-10-01,2024-09-30,7593,29713556.11,,,,,2024_q2,7,1343004.11,,
"Solar Borrego I LLC","1200 Smith Street, Suite 600",Houston,TX,77002,29.75715500,-95.37105400,N,N,,0.000000,,,0,2019-01-01,2024-09-30,1602,56308556.00,,,,,2024_q2,9,2684650.44,,
"Solar Roadrunner LLC","1200 Smith Street, Suite 600",Houston,TX,77002,29.75715500,-95.37105400,N,N,,0.000000,,,0,2018-10-01,2024-09-30,4628,37087306.74,,,,,2024_q2,3,1863739.49,,
"Solar Star Coastal Pirate, LLC","1201 Louisiana Street, Suite 1",Houston,TX,77002,29.75655900,-95.36844700,Y,N,"Independent Power Producer",4582.000000,2022-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Solar Star Prime 5, LLC","1201 Louisiana Street, Ste 180",Houston,TX,77002,29.75655900,-95.36844700,N,N,"Independent Power Producer",3177.852000,2021-12-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Solomon Forks Wind Project, LLC","1360 Post Oak Blvd, ste. 400",Houston,TX,77056,29.75311900,-95.46210300,N,N,,0.000000,,,0,2019-04-12,2024-09-30,551233,40999717.45,,,,,2024_q2,27786,1192082.91,,
"South Point Energy Center LLC","717 Texas Street",Houston,TX,77002,29.76160000,-95.36425300,Y,N,"Independent Power Producer",3068167.000000,2001-05-01,2024-10-01,1,2013-07-01,2024-10-01,28323,371660140.75,2015-11-01,2024-04-30,5227,80102.37,2024_q2,600,11216625.00,249,0.00
"Southern Illinois Generation Company, LLC","910 Louisiana Street, Suite 2400",Houston,TX,77002,29.75905800,-95.36774400,N,N,,0.000000,,,0,2024-03-01,2024-05-31,2,60720.00,,,,,2024_q2,1,40260.00,,
"Spark Energy, LLC","12140 Wickchester Ln., Suite 100",Houston,TX,77079,29.78913700,-95.60077100,N,N,,0.000000,,,0,2013-07-01,2024-10-01,3351642,44916849.92,2013-07-01,2024-09-30,420293,431327168.06,2024_q2,8376,16392.72,1,368928.00
"Spotlight Power LLC","952 Echo Ln, Ste 200",Houston,TX,77024,29.78241300,-95.52027700,N,N,,0.000000,,,0,2022-11-02,2024-10-01,17207,5352146.08,2022-12-16,2022-12-18,4,45619.50,2024_q2,1728,353842.02,,
"Spring Canyon Energy II LLC","1200 Smith Street, Suite 600",Houston,TX,77002,29.75715500,-95.37105400,N,N,,0.000000,,,0,2014-10-01,2024-09-30,86,35757312.61,,,,,2024_q2,3,498786.55,,
"Spring Canyon Energy III LLC","1200 Smith Street, Suite 600",Houston,TX,77002,29.75715500,-95.37105400,N,N,,0.000000,,,0,2014-12-01,2024-09-30,84,31069557.29,,,,,2024_q2,3,794700.96,,
"Spring Valley Wind LLC","888 Westheimer Road",Houston,TX,77006,29.74502000,-95.39027800,N,N,,0.000000,,,0,2013-07-01,2024-09-30,58,373905581.39,,,,,2024_q2,3,8672831.83,,
"Stillwater Wind, LLC","888 Westheimer Road",Houston,TX,77006,29.74502000,-95.39027800,N,N,,0.000000,,,0,2018-10-01,2024-09-30,36,60476986.99,,,,,2024_q2,3,2659791.00,,
"Summer Energy Midwest, LLC","5847 San Felipe Suite 3700",Houston,TX,77057,29.74883800,-95.48194800,N,N,,0.000000,,,0,2020-01-15,2024-10-01,1494587,1153559.72,,,,,2024_q2,289156,200745.08,,
"Sun Streams, LLC","1501 McKinney Street, Suite 1300",Houston,TX,77010,29.75450000,-95.36019700,N,N,,0.000000,,,0,2020-01-01,2024-09-30,171,83861594.56,,,,,2024_q2,9,6295304.75,,
"Sunnybrook Farm Solar, LLC","1360 Post Oak Blvd",Houston,TX,77056,29.75311900,-95.46210300,Y,Y,"Independent Power Producer",95324.000000,2022-12-01,2024-10-01,1,2022-12-01,2024-09-30,100975,5421536.64,,,,,2024_q2,16320,972769.83,,
"Susquehanna Nuclear, LLC","2929 Allen Parkway 22nd Floor",Houston,TX,77019,29.76073600,-95.39754400,N,N,,0.000000,,,0,2015-04-01,2024-10-01,1465160,6176374541.26,,,,,2024_q2,49279,106345410.75,,
"Sustaining Power Solutions LLC","1501 McKinney Street, Suite 1300",Houston,TX,77010,29.75450000,-95.36019700,N,N,,0.000000,,,0,2014-01-01,2024-10-01,2371589,759501534.81,2014-01-01,2024-09-03,164,95128897.01,2024_q2,25858,6459520.38,,
"Sweeny Cogeneration LLC","2331 CityWest Blvd.",Houston,TX,77042,29.74317400,-95.56302000,Y,Y,Industrial,2899226.002000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Talen Energy Marketing, LLC","2929 Allen Parkway, Suite 2200",Houston,TX,77019,29.76073600,-95.39754400,N,N,,0.000000,,,0,2015-04-01,2024-10-01,14440936,17626576661.71,2013-07-21,2024-10-01,8815576,17478059810.05,2024_q2,343951,302744918.63,298739,302369536.44
"Targa Co-Generation LLC","811 Louisiana St. Ste 2100",Houston,TX,77002,29.75924800,-95.36628300,Y,N,Industrial,104480.422000,2010-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"TBG Cogen Partners","717 Texas Avenue, Suite 100",Houston,TX,77002,29.76160000,-95.36425300,N,N,,0.000000,,,0,2013-07-01,2024-10-01,27589,156850855.56,,,,,2024_q2,2,2045076.00,,
"Tecolote Wind LLC","888 Westheimer Road",Houston,TX,77006,29.74502000,-95.39027800,N,N,,0.000000,,,0,2021-10-01,2024-09-30,119,67237610.38,,,,,2024_q2,37,9220557.42,,
"Tejas Power Generation LLC","1000 Main, Level 12",Houston,TX,77002,29.75684000,-95.36568200,Y,N,"Independent Power Producer",90873.191000,2020-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Texas City Cogeneration LLC","717 Texas Avenue",Houston,TX,77002,29.76160000,-95.36425300,Y,Y,"Independent Power Producer",2228514.000000,2001-01-01,2024-10-01,1,,,,,,,,,2024_q2,,,,
"Texas Medical Center Central","1615 Braeswood",Houston,TX,77030,29.70374600,-95.39778900,Y,N,Cooperative,117773.183000,2010-09-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Texas Microgrid, LLC","1113 Vine Street. Suite 101",Houston,TX,77002,29.76856300,-95.35715900,Y,N,"Independent Power Producer",20423.558000,2021-01-01,2023-12-01,28,,,,,,,,,2024_q2,,,,
"The Methodist Hospital","6565 Fannin Street",Houston,TX,77030,29.71014100,-95.39928300,Y,Y,Commercial,15175.805000,2013-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Three Rivers District Energy, LLC","19607 Spring Sage Ct",Houston,TX,77094,29.77578500,-95.71080300,N,N,,0.000000,,,0,2024-01-31,2024-10-01,77218,433756.94,,,,,2024_q2,25315,139144.19,,
"Timber Road Solar Park","1501 McKinney Suite 1300",Houston,TX,77010,29.75450000,-95.36019700,Y,Y,"Independent Power Producer",113940.000000,2023-08-01,2024-10-01,1,2023-08-18,2024-09-30,61247,3682109.75,,,,,2024_q2,15601,1173768.69,,
"Tomorrow Energy Corp","3010 Briarpark Dr Suite 200",Houston,TX,77042,29.73196700,-95.55102900,N,N,,0.000000,,,0,2019-04-01,2024-10-01,3690076,66761854.41,2018-01-01,2024-09-30,3428,127689049.29,2024_q2,88604,1043732.00,39,2094314.72
"Total Petrochemicals USA Inc","Total Plaza Louisiana St., Sui",Houston,TX,77002,29.75697956,-95.36875903,Y,Y,Industrial,252489.966000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"TPC Group, LLC","8600 Park Place Blvd",Houston,TX,77017,29.70182000,-95.25609500,Y,Y,Industrial,247190.000000,2001-01-01,2023-12-01,1,,,,,,,,,2024_q2,,,,
"Trafigura Trading LLC","845 TEXAS ST STE 3600",Houston,TX,77002,29.76060800,-95.36361100,N,N,,0.000000,,,0,2023-12-11,2024-10-01,57968,77748598.62,2024-03-01,2024-09-30,47,6302784.00,2024_q2,16264,17329352.46,2,144000.00
"Triple H Wind Project, LLC","1360 Post Oak Blvd, ste. 400",Houston,TX,77056,29.75311900,-95.46210300,N,N,,0.000000,,,0,2020-10-09,2024-09-30,412905,51811459.75,,,,,2024_q2,26499,1103743.65,,
"Turtle Creek Wind Farm LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,Y,"Independent Power Producer",793620.000000,2018-12-01,2024-10-01,1,2018-12-01,2024-10-01,650789,123764514.43,,,,,2024_q2,27411,6087383.37,,
"Uniper Global Commodities North America LLC","1201 LOUISIANA ST STE 650",Houston,TX,77002,29.75655900,-95.36844700,N,N,,0.000000,,,0,2019-12-11,2024-09-30,18074,628511900.86,2017-03-01,2024-10-01,56187,298917089.32,2024_q2,119,13268371.65,21,4010361.00
"VC Renewables","2925 Richmond Avenue",Houston,TX,77098,29.73369000,-95.42290400,N,Y,"Independent Power Producer",29864.075000,2022-01-01,2023-12-01,7,,,,,,,,,2024_q2,,,,
"Verde Energy USA New York, LLC","12140 Wickchester Ln., Suite 100",Houston,TX,77079,29.78913700,-95.60077100,N,N,,0.000000,,,0,2013-07-20,2024-09-10,1984850,1631335.13,,,,,2024_q2,86905,23779.77,,
"Verde Energy USA Trading, LLC","12140 Wickchester Ln., Suite 100",Houston,TX,77079,29.78913700,-95.60077100,N,N,,0.000000,,,0,2013-07-01,2024-09-30,6619068,89298927.37,2013-07-01,2019-09-30,259854,363005397.13,2024_q2,6396,27756.78,,
"Vista Energy Marketing, L.P.","4306 Yoakum Blvd, Suite 600",Houston,TX,77006,29.73415400,-95.39313400,N,N,,0.000000,,,0,2017-02-25,2024-10-01,8458030,49135281.17,2017-05-01,2024-09-30,5430,48076417.53,2024_q2,340435,989343.02,21,1376601.60
"Vitol Inc.","2925 RICHMOND AVE STE 11'''''",Houston,TX,77098,29.73362500,-95.42280400,N,N,,0.000000,,,0,2013-07-01,2024-10-01,3714679,5193910486.73,2013-07-01,2024-10-01,345700,1018301629.16,2024_q2,241660,135819002.60,73821,16545536.49
"Vitol PA Wind LLC","2925 Richmond Ave, Suite 1100",Houston,TX,77098,29.73369000,-95.42290400,N,N,"Independent Power Producer",695475.359000,2022-01-01,2023-12-01,3,,,,,,,,,2024_q2,,,,
"Walnut Creek Energy, LLC","1200 Smith Street, Suite 600",Houston,TX,77002,29.75715500,-95.37105400,N,N,,0.000000,,,0,2013-07-01,2024-10-01,126939,1162956350.45,2023-11-01,2024-03-31,3,985000.00,2024_q2,13613,13350256.99,,
"Waterside Power, LLC","919 Milam St.; Suite 2300",Houston,TX,77002,29.75810900,-95.36594900,N,Y,"Independent Power Producer",2172.975000,2003-01-01,2023-12-01,1,2013-07-01,2024-09-30,53887,68124881.30,,,,,2024_q2,1209,777626.42,,
"Waverly Wind Farm LLC","P.O. Box 3827",Houston,TX,77253,29.76105000,-95.36731000,Y,N,"Independent Power Producer",772870.693000,2016-01-01,2023-12-01,1,2015-11-01,2024-09-30,36,168690464.25,,,,,2024_q2,1,5267640.00,,
"Westbrook Energy Center","717 Texas Avenue",Houston,TX,77002,29.76160000,-95.36425300,N,Y,"Independent Power Producer",3408032.000000,2001-01-01,2024-10-01,1,2013-10-01,2024-10-01,27249,1175451522.43,,,,,2024_q2,2138,57712526.03,,
"Westlake 2 US LLC","2801 Post Oak Blvd.",Houston,TX,77056,29.73753700,-95.46023200,Y,N,Industrial,4257552.725000,2001-01-01,2024-10-01,5,,,,,2023-01-01,2023-02-01,1,7199675.56,2024_q2,,,,
"Westlake US 2 LLC","2801 Post Oak Blvd.",Houston,TX,77082,29.73753700,-95.46023200,N,N,,0.000000,,,0,2023-02-01,2024-10-01,85,106610932.05,2023-01-01,2023-12-01,9838,42463424.71,2024_q2,12,13026579.94,,
